"id","iso2","year","new_sp_m04","new_sp_m514","new_sp_m014","new_sp_m1524","new_sp_m2534","new_sp_m3544","new_sp_m4554","new_sp_m5564","new_sp_m65","new_sp_mu","new_sp_f04","new_sp_f514","new_sp_f014","new_sp_f1524","new_sp_f2534","new_sp_f3544","new_sp_f4554","new_sp_f5564","new_sp_f65","new_sp_fu"
"3451","MR",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3452","MR",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453","MR",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454","MR",1997,NA,NA,188,165,321,341,613,232,185,NA,NA,NA,125,131,319,230,484,384,70,NA
"3455","MR",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456","MR",1999,NA,NA,15,290,450,262,177,113,92,NA,NA,NA,7,157,97,110,76,43,20,NA
"3457","MR",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3458","MR",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3459","MR",2004,NA,NA,15,204,343,235,154,129,108,NA,NA,NA,14,102,114,114,58,44,28,NA
"3460","MR",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3461","MR",2006,NA,NA,12,197,294,203,150,106,96,NA,NA,NA,16,109,114,86,49,29,25,NA
"3462","MR",2007,NA,NA,14,206,355,261,144,139,83,NA,NA,NA,21,103,152,92,64,38,42,NA
"3463","MR",2008,NA,NA,10,199,292,249,172,107,90,NA,NA,NA,16,127,111,97,44,51,40,NA
"3464","MS",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3465","MS",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3466","MS",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3467","MS",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3468","MS",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3469","MS",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3470","MS",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3471","MS",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3472","MS",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473","MS",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474","MS",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3475","MS",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3476","MS",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477","MS",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3478","MS",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3479","MS",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3480","MS",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3481","MS",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3482","MS",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3483","MS",2003,NA,NA,0,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,NA
"3484","MS",2004,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"3485","MS",2005,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3486","MS",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3487","MS",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"3488","MS",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3489","MT",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490","MT",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3491","MT",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492","MT",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493","MT",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3494","MT",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3495","MT",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3496","MT",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3497","MT",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3498","MT",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3499","MT",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3500","MT",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501","MT",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3502","MT",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3503","MT",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3504","MT",1995,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,0,0,1,0,0,1,2,NA
"3505","MT",1996,NA,NA,0,0,0,0,1,2,1,NA,NA,NA,0,0,0,1,0,0,0,NA
"3506","MT",1997,NA,NA,0,1,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1,NA
"3507","MT",1998,NA,NA,0,1,0,0,1,0,3,NA,NA,NA,0,1,0,0,0,0,0,NA
"3508","MT",1999,NA,NA,0,0,1,0,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3509","MT",2000,NA,NA,0,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3510","MT",2001,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA
"3511","MT",2002,NA,NA,0,1,0,1,0,1,0,NA,NA,NA,0,0,1,0,0,0,1,NA
"3512","MT",2003,NA,NA,0,0,1,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"3513","MT",2004,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,NA
"3514","MT",2005,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3515","MT",2006,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3516","MT",2007,0,0,0,0,2,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0
"3517","MT",2008,0,0,0,3,6,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"3518","MU",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519","MU",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520","MU",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3521","MU",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3522","MU",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3523","MU",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3524","MU",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3525","MU",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3526","MU",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3527","MU",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3528","MU",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3529","MU",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3530","MU",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3531","MU",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3532","MU",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3533","MU",1995,NA,NA,2,17,13,22,27,13,8,NA,NA,NA,2,4,12,10,8,4,4,NA
"3534","MU",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3535","MU",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3536","MU",1998,NA,NA,1,12,10,21,19,10,19,NA,NA,NA,0,9,5,4,3,3,6,NA
"3537","MU",1999,NA,NA,0,7,20,15,13,12,12,NA,NA,NA,0,13,7,7,8,2,3,NA
"3538","MU",2000,NA,NA,2,6,9,18,19,14,8,NA,NA,NA,1,5,8,8,6,7,4,NA
"3539","MU",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3540","MU",2002,NA,NA,1,12,6,21,12,7,4,NA,NA,NA,1,3,8,7,1,2,1,NA
"3541","MU",2003,NA,NA,0,9,12,10,17,11,9,NA,NA,NA,1,6,8,4,4,3,5,NA
"3542","MU",2004,NA,NA,1,13,13,24,20,4,5,NA,NA,NA,0,6,8,10,4,4,5,NA
"3543","MU",2005,NA,NA,NA,10,15,21,20,10,6,NA,NA,NA,NA,4,5,5,11,2,1,NA
"3544","MU",2006,NA,NA,0,4,9,22,10,12,6,NA,NA,NA,1,3,7,3,4,1,3,NA
"3545","MU",2007,0,0,0,9,9,12,15,9,6,NA,0,0,0,4,7,3,5,4,3,NA
"3546","MU",2008,0,0,0,11,15,14,15,7,8,0,0,0,0,2,3,2,5,2,1,0
"3547","MV",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3548","MV",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3549","MV",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3550","MV",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3551","MV",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3552","MV",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3553","MV",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3554","MV",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3555","MV",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3556","MV",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3557","MV",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3558","MV",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3559","MV",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3560","MV",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3561","MV",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3562","MV",1995,NA,NA,1,28,11,10,8,10,6,NA,NA,NA,1,13,8,4,6,6,2,NA
"3563","MV",1996,NA,NA,0,24,9,3,5,14,8,NA,NA,NA,1,12,9,5,6,5,5,NA
"3564","MV",1997,NA,NA,1,13,6,2,13,9,8,NA,NA,NA,3,15,8,9,4,3,0,NA
"3565","MV",1998,NA,NA,1,19,18,8,4,6,2,NA,NA,NA,1,13,5,1,6,4,0,NA
"3566","MV",1999,NA,NA,0,14,8,9,7,7,8,NA,NA,NA,3,10,6,3,6,6,1,NA
"3567","MV",2000,NA,NA,0,9,10,2,5,5,3,NA,NA,NA,0,11,4,5,4,5,2,NA
"3568","MV",2001,NA,NA,1,12,5,3,5,7,1,NA,NA,NA,1,10,3,2,6,1,2,NA
"3569","MV",2002,NA,NA,0,11,9,0,1,5,8,NA,NA,NA,1,8,5,4,5,1,2,NA
"3570","MV",2003,NA,NA,1,14,7,4,9,9,4,NA,NA,NA,0,8,5,1,5,1,0,NA
"3571","MV",2004,NA,NA,0,13,11,3,8,5,6,NA,NA,NA,0,8,3,2,1,2,4,NA
"3572","MV",2005,NA,NA,0,9,8,5,6,6,5,NA,NA,NA,1,10,7,1,2,2,4,NA
"3573","MV",2006,0,0,0,8,9,3,4,3,6,NA,0,NA,0,6,3,4,3,2,2,NA
"3574","MV",2007,0,0,0,14,4,6,5,6,5,NA,0,1,1,5,2,5,5,0,1,NA
"3575","MV",2008,0,0,0,9,11,3,5,6,3,NA,0,0,0,7,1,3,0,3,2,NA
"3576","MW",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3577","MW",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3578","MW",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3579","MW",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3580","MW",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3581","MW",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3582","MW",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3583","MW",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3584","MW",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3585","MW",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3586","MW",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3587","MW",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3588","MW",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3589","MW",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3590","MW",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3591","MW",1995,NA,NA,25,493,1195,833,519,215,89,NA,NA,NA,65,802,1028,573,294,108,45,NA
"3592","MW",1996,NA,NA,27,562,1388,937,529,224,110,NA,NA,NA,92,887,1187,715,347,133,37,NA
"3593","MW",1997,NA,NA,47,578,1418,995,521,254,101,NA,NA,NA,84,1009,1307,767,347,123,36,NA
"3594","MW",1998,NA,NA,46,677,1581,1158,643,281,151,NA,NA,NA,85,1131,1585,867,437,148,63,NA
"3595","MW",1999,NA,NA,43,588,1475,1083,588,239,126,NA,NA,NA,80,1052,1487,777,376,154,62,NA
"3596","MW",2000,NA,NA,50,653,1476,1113,585,245,114,NA,NA,NA,66,1038,1481,831,401,148,64,NA
"3597","MW",2001,NA,NA,37,704,1486,1025,591,230,129,NA,NA,NA,74,1070,1520,862,384,139,58,NA
"3598","MW",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3599","MW",2003,NA,NA,43,596,1374,936,489,209,128,NA,NA,NA,76,963,1531,790,374,155,52,NA
"3600","MW",2004,NA,NA,47,647,1505,1081,508,264,124,NA,NA,NA,78,1009,1694,910,412,191,96,NA
"3601","MW",2005,NA,NA,58,622,1653,1031,549,279,157,NA,NA,NA,84,913,1598,859,386,180,74,NA
"3602","MW",2006,NA,NA,42,584,1647,1054,491,256,182,NA,NA,NA,80,848,1545,813,348,183,93,NA
"3603","MW",2007,0,61,61,614,1454,954,473,233,158,NA,0,109,109,768,1497,715,342,146,84,NA
"3604","MW",2008,1,55,56,570,1562,982,502,280,176,NA,1,111,166,707,1327,727,365,172,89,NA
"3605","MX",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3606","MX",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3607","MX",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3608","MX",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3609","MX",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3610","MX",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3611","MX",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3612","MX",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3613","MX",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3614","MX",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3615","MX",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3616","MX",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3617","MX",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3618","MX",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3619","MX",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3620","MX",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3621","MX",1996,NA,NA,198,936,1021,940,721,708,469,NA,NA,NA,243,685,681,627,482,472,312,NA
"3622","MX",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3623","MX",1998,NA,NA,229,1031,1330,1200,1241,813,892,NA,NA,NA,268,856,829,874,742,583,585,NA
"3624","MX",1999,NA,NA,143,1013,1141,1093,1022,880,1128,NA,NA,NA,151,773,795,641,665,592,710,NA
"3625","MX",2000,NA,NA,214,1079,1387,1162,1235,972,1126,NA,NA,NA,176,663,828,698,832,595,709,NA
"3626","MX",2001,NA,NA,130,1448,1639,1683,1606,1229,1566,NA,NA,NA,146,1131,993,845,952,787,948,NA
"3627","MX",2002,NA,NA,154,1090,1292,1301,1146,986,1144,NA,NA,NA,149,769,754,716,700,621,733,NA
"3628","MX",2003,NA,NA,187,1207,1461,1417,1313,1005,1352,NA,NA,NA,184,850,826,734,813,743,841,NA
"3629","MX",2004,NA,NA,86,1053,1276,1181,1201,958,1209,NA,NA,NA,102,760,649,693,695,626,725,NA
"3630","MX",2005,NA,NA,100,1095,1376,1314,1238,1042,1288,NA,NA,NA,125,771,733,710,784,637,784,NA
"3631","MX",2006,68,61,129,986,1320,1333,1275,1012,1215,NA,44,109,153,696,774,662,794,722,803,NA
"3632","MX",2007,61,84,145,981,1286,1286,1266,942,1226,NA,41,99,140,645,742,694,748,642,788,NA
"3633","MX",2008,62,62,124,966,1292,1314,1267,1004,1213,0,30,96,126,752,826,710,774,699,836,0
"3634","MY",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3635","MY",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3636","MY",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3637","MY",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3638","MY",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3639","MY",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3640","MY",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3641","MY",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3642","MY",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3643","MY",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3644","MY",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3645","MY",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3646","MY",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3647","MY",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3648","MY",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3649","MY",1995,NA,NA,59,640,879,775,788,374,1072,NA,NA,NA,58,446,448,345,316,149,339,NA
"3650","MY",1996,NA,NA,45,720,1026,894,838,671,868,NA,NA,NA,77,457,463,371,327,242,270,NA
"3651","MY",1997,NA,NA,44,701,1036,961,816,380,1123,NA,NA,NA,51,535,485,383,338,141,343,NA
"3652","MY",1998,NA,NA,31,670,1090,1050,872,426,1282,NA,NA,NA,45,519,526,398,330,157,406,NA
"3653","MY",1999,NA,NA,27,692,1147,1152,977,902,880,NA,NA,NA,32,513,558,422,351,286,268,NA
"3654","MY",2000,NA,NA,32,694,1138,1177,908,814,891,NA,NA,NA,41,464,564,424,367,356,286,NA
"3655","MY",2001,NA,NA,48,713,1198,1221,1011,934,738,NA,NA,NA,36,510,506,445,374,353,222,NA
"3656","MY",2002,NA,NA,22,562,1106,1182,997,758,844,NA,NA,NA,30,421,524,415,485,319,293,NA
"3657","MY",2003,NA,NA,216,1211,2010,2073,1798,1438,1601,NA,NA,NA,196,969,1044,857,669,584,626,NA
"3658","MY",2004,NA,NA,191,1195,2105,2189,1890,1440,1535,NA,NA,NA,227,925,1014,852,694,605,532,NA
"3659","MY",2005,NA,NA,244,1179,2218,2277,1980,1427,1507,NA,NA,NA,208,1044,1061,947,816,586,572,NA
"3660","MY",2006,148,NA,15,507,855,734,678,443,496,NA,NA,NA,3,30,300,403,321,257,161,NA
"3661","MY",2007,79,137,216,1291,2224,2082,1839,1394,1395,NA,59,167,226,1098,1101,849,782,585,514,NA
"3662","MY",2008,61,160,221,1436,2445,2318,2169,1599,1543,2,66,174,240,1161,1283,906,878,648,657,0
"3663","MZ",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
